order_id,user_id,order_date,order_time,order_datetime,status,total_amount,order_source,payment_method,shipping_method,promo_code,shipping_address_id,billing_address_id,customer_notes,order_priority,timezone,shipping_region
192,13,2025-07-31 00:00:00,23:46:38,2025-07-31T23:46:38,delivered,65.74,web,credit_card,standard,,849,849,,standard,PST,PST
193,98,2025-01-09 00:00:00,15:28:47,2025-01-09T15:28:47,delivered,712.63,mobile_app,credit_card,express,,746,746,,standard,PST,PST
194,92,2025-08-01 00:00:00,15:56:21,2025-08-01T15:56:21,delivered,264.17,mobile_app,debit_card,standard,,821,821,,standard,CST,CST
195,38,2025-05-23 00:00:00,11:08:17,2025-05-23T11:08:17,delivered,263.05,web,credit_card,standard,,939,939,,standard,EST,EST
196,90,2025-08-03 00:00:00,18:20:41,2025-08-03T18:20:41,delivered,685.87,web,apple_pay,economy,,448,448,,standard,Other,Other
197,70,2025-03-30 00:00:00,17:50:48,2025-03-30T17:50:48,delivered,323.77,mobile_app,credit_card,economy,,996,996,,standard,CST,CST
198,79,2025-01-29 00:00:00,12:02:33,2025-01-29T12:02:33,delivered,328.7,mobile_web,credit_card,economy,HOLIDAY15,797,797,,standard,EST,EST
199,7,2025-01-04 00:00:00,20:50:26,2025-01-04T20:50:26,delivered,282.81,web,credit_card,standard,,252,252,,standard,PST,PST
200,81,2025-05-05 00:00:00,17:52:18,2025-05-05T17:52:18,delivered,600.12,web,credit_card,economy,,85,643,,standard,MST,MST
201,6,2025-06-10 00:00:00,17:48:01,2025-06-10T17:48:01,returned,4386.51,api,debit_card,standard,,114,114,,standard,MST,MST
202,62,2025-08-14 00:00:00,12:14:54,2025-08-14T12:14:54,delivered,304.7,web,credit_card,economy,,96,96,,standard,MST,MST
203,44,2025-06-25 00:00:00,21:46:21,2025-06-25T21:46:21,delivered,368.96,web,paypal,express,,815,815,,medium,MST,MST
204,11,2025-03-12 00:00:00,10:21:15,2025-03-12T10:21:15,delivered,109.96,mobile_web,debit_card,standard,SUMMER25,912,912,,standard,PST,PST
205,6,2025-08-08 00:00:00,15:13:34,2025-08-08T15:13:34,delivered,242.05,web,credit_card,express,,676,676,Leave with neighbor if not home,medium,EST,EST
206,6,2025-04-02 00:00:00,21:03:58,2025-04-02T21:03:58,delivered,59.97,mobile_app,credit_card,standard,,496,615,,standard,EST,EST
207,85,2024-09-17 00:00:00,14:58:42,2024-09-17T14:58:42,delivered,208.5,mobile_web,credit_card,economy,,198,198,,standard,MST,MST
208,41,2025-05-01 00:00:00,17:15:51,2025-05-01T17:15:51,delivered,446.35,web,credit_card,standard,,374,374,,standard,EST,EST
209,62,2024-09-30 00:00:00,14:43:44,2024-09-30T14:43:44,delivered,40.77,mobile_web,paypal,economy,,963,963,,standard,PST,PST
210,42,2024-12-04 00:00:00,13:46:14,2024-12-04T13:46:14,delivered,751.77,web,credit_card,economy,SUMMER25,302,302,,standard,MST,MST
211,87,2025-05-07 00:00:00,22:38:55,2025-05-07T22:38:55,delivered,944.38,web,credit_card,standard,,257,257,,medium,MST,MST
212,79,2025-05-27 00:00:00,14:24:33,2025-05-27T14:24:33,delivered,389.96,api,credit_card,standard,,598,598,,standard,MST,MST
213,63,2025-08-27 00:00:00,20:20:11,2025-08-27T20:20:11,delivered,2608.42,web,credit_card,overnight,,444,434,,medium,CST,CST
214,46,2024-12-24 00:00:00,12:28:40,2024-12-24T12:28:40,delivered,1988.02,web,credit_card,economy,,393,393,,standard,EST,EST
215,47,2024-12-01 00:00:00,12:00:04,2024-12-01T12:00:04,delivered,175.37,mobile_web,credit_card,standard,,172,982,,standard,PST,PST
216,43,2025-06-21 00:00:00,11:55:31,2025-06-21T11:55:31,delivered,515.97,web,paypal,economy,,661,544,,standard,MST,MST
217,63,2024-10-09 00:00:00,17:12:03,2024-10-09T17:12:03,delivered,357.59,mobile_app,credit_card,express,,810,810,,medium,MST,MST
218,11,2025-02-19 00:00:00,14:40:09,2025-02-19T14:40:09,delivered,500.15,mobile_app,credit_card,standard,,322,322,,medium,EST,EST
219,66,2024-10-12 00:00:00,19:13:08,2024-10-12T19:13:08,shipped,171.78,mobile_web,credit_card,economy,,815,815,,standard,EST,EST
220,68,2025-06-26 00:00:00,15:05:11,2025-06-26T15:05:11,delivered,406.98,web,paypal,economy,,223,223,,standard,CST,CST
221,3,2025-05-08 00:00:00,21:37:35,2025-05-08T21:37:35,delivered,204.25,web,credit_card,economy,,77,77,,standard,CST,CST
222,52,2025-06-04 00:00:00,11:53:50,2025-06-04T11:53:50,delivered,912.24,mobile_app,debit_card,standard,,203,203,,standard,CST,CST
223,59,2025-08-08 00:00:00,19:59:13,2025-08-08T19:59:13,delivered,60.08,api,debit_card,economy,,128,128,,standard,EST,EST
224,11,2024-10-13 00:00:00,18:15:32,2024-10-13T18:15:32,delivered,240.89,mobile_web,apple_pay,economy,,660,660,Please leave package at front door,standard,EST,EST
225,2,2025-02-23 00:00:00,18:05:27,2025-02-23T18:05:27,shipped,10.74,mobile_web,paypal,express,,991,991,,medium,EST,EST
226,72,2024-11-07 00:00:00,19:46:29,2024-11-07T19:46:29,delivered,263.08,web,debit_card,standard,SUMMER25,98,426,Gift message: Happy Birthday!,standard,CST,CST
227,60,2025-05-31 00:00:00,18:19:10,2025-05-31T18:19:10,delivered,89.05,web,credit_card,economy,,570,570,,standard,Other,Other
228,85,2024-12-29 00:00:00,17:46:12,2024-12-29T17:46:12,delivered,698.42,mobile_web,credit_card,standard,,506,991,,standard,EST,EST
229,91,2025-08-20 00:00:00,10:15:27,2025-08-20T10:15:27,delivered,120.13,web,credit_card,standard,,230,230,,standard,CST,CST
230,13,2024-09-15 00:00:00,13:11:38,2024-09-15T13:11:38,returned,2865.67,mobile_app,apple_pay,standard,FREESHIP,742,742,,standard,PST,PST
231,51,2024-09-21 00:00:00,20:19:18,2024-09-21T20:19:18,delivered,388.45,api,debit_card,standard,,925,925,,standard,EST,EST
232,36,2025-01-07 00:00:00,17:36:28,2025-01-07T17:36:28,returned,1107.43,web,credit_card,economy,,905,905,,standard,PST,PST
233,49,2025-07-10 00:00:00,18:40:12,2025-07-10T18:40:12,delivered,334.37,mobile_app,credit_card,standard,FREESHIP,811,277,,standard,MST,MST
234,63,2024-09-25 00:00:00,15:17:55,2024-09-25T15:17:55,delivered,753.92,web,credit_card,standard,,327,772,,standard,EST,EST
235,19,2024-12-26 00:00:00,10:50:30,2024-12-26T10:50:30,delivered,2229.98,mobile_app,paypal,express,,685,685,,standard,EST,EST
236,14,2025-01-21 00:00:00,10:05:23,2025-01-21T10:05:23,delivered,717.58,web,apple_pay,economy,,330,330,,standard,EST,EST
237,5,2025-01-27 00:00:00,17:25:24,2025-01-27T17:25:24,delivered,117.13,mobile_app,debit_card,economy,,362,362,,standard,EST,EST
238,13,2025-02-18 00:00:00,15:10:30,2025-02-18T15:10:30,delivered,877.22,mobile_web,credit_card,express,,80,80,,high,EST,EST
239,59,2024-10-30 00:00:00,11:28:27,2024-10-30T11:28:27,delivered,369.24,web,credit_card,economy,,395,395,,standard,PST,PST
240,52,2024-12-07 00:00:00,15:32:39,2024-12-07T15:32:39,delivered,2427.24,api,credit_card,economy,,880,880,,standard,EST,EST
241,66,2025-03-29 00:00:00,22:47:27,2025-03-29T22:47:27,delivered,2326.03,api,apple_pay,express,,109,225,,standard,Other,Other
242,36,2025-02-11 00:00:00,16:09:52,2025-02-11T16:09:52,delivered,288.52,mobile_app,debit_card,economy,,208,208,,standard,MST,MST
243,59,2025-04-11 00:00:00,12:50:30,2025-04-11T12:50:30,delivered,51.29,api,credit_card,standard,,891,891,,standard,PST,PST
244,55,2025-05-26 00:00:00,18:01:48,2025-05-26T18:01:48,delivered,1785.7,mobile_web,apple_pay,standard,WELCOME10,916,916,,standard,EST,EST
245,15,2025-07-08 00:00:00,13:24:27,2025-07-08T13:24:27,delivered,40.38,mobile_app,debit_card,standard,,122,87,,standard,MST,MST
246,47,2024-11-12 00:00:00,15:54:05,2024-11-12T15:54:05,delivered,227.43,mobile_app,paypal,standard,,342,342,,standard,EST,EST
247,61,2024-11-09 00:00:00,14:48:58,2024-11-09T14:48:58,delivered,1032.97,web,credit_card,standard,,433,433,,standard,EST,EST
248,30,2024-11-10 00:00:00,12:38:34,2024-11-10T12:38:34,delivered,56.0,mobile_app,paypal,standard,,532,532,,standard,EST,EST
249,98,2024-10-04 00:00:00,14:35:46,2024-10-04T14:35:46,delivered,108.55,web,credit_card,economy,,55,590,,standard,MST,MST
250,52,2025-04-28 00:00:00,15:11:16,2025-04-28T15:11:16,delivered,321.79,web,apple_pay,standard,SAVE20,717,717,,standard,EST,EST
251,66,2025-08-08 00:00:00,16:24:29,2025-08-08T16:24:29,delivered,518.42,mobile_web,credit_card,economy,,275,275,,standard,PST,PST
252,15,2025-01-30 00:00:00,13:19:29,2025-01-30T13:19:29,delivered,889.01,mobile_web,credit_card,standard,,295,295,,standard,EST,EST
253,24,2025-05-02 00:00:00,17:18:24,2025-05-02T17:18:24,delivered,2658.32,mobile_app,credit_card,express,,313,705,,standard,EST,EST
254,82,2025-05-27 00:00:00,19:35:38,2025-05-27T19:35:38,delivered,249.44,web,credit_card,economy,SAVE20,467,467,,standard,EST,EST
255,56,2024-12-06 00:00:00,18:30:04,2024-12-06T18:30:04,returned,361.85,mobile_web,credit_card,standard,,182,903,,standard,CST,CST
256,6,2025-03-16 00:00:00,21:21:08,2025-03-16T21:21:08,delivered,45.69,web,paypal,standard,,993,993,,standard,CST,CST
257,35,2025-08-24 00:00:00,15:30:12,2025-08-24T15:30:12,returned,792.83,mobile_web,apple_pay,standard,,47,581,,high,CST,CST
258,98,2025-04-18 00:00:00,09:09:58,2025-04-18T09:09:58,delivered,145.61,mobile_web,credit_card,economy,,774,774,,standard,EST,EST
259,65,2024-10-29 00:00:00,12:12:00,2024-10-29T12:12:00,delivered,1035.33,web,paypal,economy,,753,753,,standard,EST,EST
260,21,2024-12-03 00:00:00,22:00:55,2024-12-03T22:00:55,delivered,926.27,web,credit_card,standard,,848,848,,standard,PST,PST
261,7,2025-03-02 00:00:00,10:32:46,2025-03-02T10:32:46,delivered,1319.55,web,debit_card,express,,924,496,,standard,MST,MST
262,19,2025-05-09 00:00:00,15:46:23,2025-05-09T15:46:23,delivered,542.92,web,credit_card,economy,,877,877,Deliver to back door,standard,EST,EST
263,48,2024-12-11 00:00:00,17:31:25,2024-12-11T17:31:25,delivered,120.38,web,paypal,express,NEWUSER,997,997,,medium,CST,CST
264,70,2025-03-01 00:00:00,17:59:26,2025-03-01T17:59:26,delivered,25.23,mobile_app,credit_card,economy,,111,899,,standard,EST,EST
265,47,2024-12-12 00:00:00,16:25:47,2024-12-12T16:25:47,delivered,111.71,mobile_app,apple_pay,economy,,898,898,,standard,MST,MST
266,70,2025-05-20 00:00:00,02:23:24,2025-05-20T02:23:24,delivered,159.12,mobile_app,credit_card,economy,,428,283,,standard,MST,MST
267,86,2024-09-07 00:00:00,13:31:19,2024-09-07T13:31:19,delivered,212.43,mobile_web,credit_card,express,,628,628,,medium,PST,PST
268,57,2025-08-19 00:00:00,16:41:37,2025-08-19T16:41:37,delivered,173.83,mobile_web,paypal,express,,113,511,,medium,CST,CST
269,34,2025-07-13 00:00:00,10:04:26,2025-07-13T10:04:26,delivered,164.36,mobile_app,credit_card,standard,,297,297,,standard,CST,CST
270,30,2025-03-03 00:00:00,14:58:07,2025-03-03T14:58:07,delivered,48.52,api,debit_card,standard,,16,16,,standard,EST,EST
271,33,2025-08-19 00:00:00,07:24:59,2025-08-19T07:24:59,delivered,469.45,mobile_app,debit_card,standard,HOLIDAY15,441,441,,standard,PST,PST
272,11,2024-12-24 00:00:00,09:36:10,2024-12-24T09:36:10,delivered,140.42,mobile_web,credit_card,overnight,FREESHIP,515,515,,medium,MST,MST
273,88,2025-05-25 00:00:00,14:12:48,2025-05-25T14:12:48,delivered,758.32,mobile_app,paypal,standard,FREESHIP,751,751,,standard,PST,PST
274,92,2025-04-04 00:00:00,10:27:16,2025-04-04T10:27:16,delivered,750.18,web,apple_pay,standard,,364,364,,standard,MST,MST
275,50,2024-11-04 00:00:00,16:49:58,2024-11-04T16:49:58,delivered,339.39,mobile_app,debit_card,standard,,915,915,,standard,CST,CST
276,92,2024-10-02 00:00:00,17:48:46,2024-10-02T17:48:46,delivered,252.82,web,debit_card,standard,,331,143,,standard,EST,EST
277,64,2025-02-22 00:00:00,18:22:32,2025-02-22T18:22:32,delivered,1470.46,mobile_web,credit_card,standard,NEWUSER,313,313,,standard,Other,Other
278,70,2025-01-16 00:00:00,11:45:31,2025-01-16T11:45:31,delivered,1521.96,web,paypal,standard,,897,99,,standard,Other,Other
279,47,2025-04-20 00:00:00,11:40:44,2025-04-20T11:40:44,delivered,35.78,web,debit_card,standard,,730,730,,standard,PST,PST
280,22,2024-12-29 00:00:00,10:23:44,2024-12-29T10:23:44,delivered,157.4,web,credit_card,standard,,935,935,,standard,PST,PST
281,49,2025-05-10 00:00:00,17:41:24,2025-05-10T17:41:24,delivered,236.53,web,credit_card,express,,310,310,,medium,PST,PST
282,77,2025-02-15 00:00:00,17:59:27,2025-02-15T17:59:27,delivered,436.9,mobile_app,debit_card,economy,,899,899,,standard,PST,PST
283,82,2025-05-30 00:00:00,07:47:15,2025-05-30T07:47:15,delivered,1184.84,mobile_web,credit_card,express,,472,87,Fragile - handle with care,standard,EST,EST
284,81,2024-12-10 00:00:00,20:15:30,2024-12-10T20:15:30,delivered,746.68,mobile_app,credit_card,economy,,100,580,,standard,EST,EST
285,38,2025-02-28 00:00:00,08:02:58,2025-02-28T08:02:58,delivered,453.55,mobile_app,credit_card,economy,SUMMER25,524,524,,standard,PST,PST
286,41,2025-07-29 00:00:00,16:52:23,2025-07-29T16:52:23,delivered,1541.01,web,credit_card,express,SUMMER25,140,140,,medium,CST,CST
287,83,2024-12-30 00:00:00,17:40:45,2024-12-30T17:40:45,delivered,747.07,mobile_web,debit_card,economy,,960,960,,standard,MST,MST
288,1,2024-11-20 00:00:00,19:43:01,2024-11-20T19:43:01,delivered,866.07,web,credit_card,express,WELCOME10,902,902,,medium,EST,EST
289,1,2025-01-31 00:00:00,17:44:42,2025-01-31T17:44:42,delivered,271.72,web,apple_pay,economy,,455,455,,standard,CST,CST
290,36,2025-08-01 00:00:00,18:41:09,2025-08-01T18:41:09,delivered,33.09,web,paypal,standard,,241,560,,medium,EST,EST
291,56,2025-03-10 00:00:00,13:16:38,2025-03-10T13:16:38,delivered,88.23,web,credit_card,economy,,127,127,,standard,CST,CST
292,15,2024-10-15 00:00:00,19:29:43,2024-10-15T19:29:43,delivered,68.82,web,apple_pay,express,,175,175,,standard,EST,EST
293,45,2024-12-05 00:00:00,09:09:16,2024-12-05T09:09:16,delivered,159.99,web,apple_pay,economy,,103,505,,standard,EST,EST
294,64,2025-01-30 00:00:00,20:15:38,2025-01-30T20:15:38,delivered,1608.59,mobile_app,credit_card,express,,476,476,,medium,Other,Other
295,92,2025-04-14 00:00:00,16:37:42,2025-04-14T16:37:42,delivered,86.82,web,paypal,standard,,12,12,,medium,MST,MST
296,36,2025-01-21 00:00:00,19:53:10,2025-01-21T19:53:10,returned,387.62,web,paypal,economy,,456,456,,standard,EST,EST
297,98,2025-04-15 00:00:00,15:00:07,2025-04-15T15:00:07,delivered,218.93,web,apple_pay,standard,,284,284,,standard,PST,PST
298,20,2024-12-27 00:00:00,17:49:05,2024-12-27T17:49:05,delivered,76.03,web,paypal,standard,,925,925,,medium,EST,EST
299,29,2025-06-02 00:00:00,16:41:45,2025-06-02T16:41:45,delivered,15619.57,mobile_app,credit_card,standard,,737,737,,standard,Other,Other
300,22,2024-12-27 00:00:00,18:58:24,2024-12-27T18:58:24,delivered,143.16,web,debit_card,standard,SUMMER25,404,404,,standard,EST,EST
301,27,2024-09-12 00:00:00,09:25:45,2024-09-12T09:25:45,delivered,216.8,web,credit_card,standard,,185,185,,standard,MST,MST
302,18,2025-07-23 00:00:00,08:37:57,2025-07-23T08:37:57,delivered,863.04,mobile_web,credit_card,standard,,332,332,,standard,EST,EST
303,85,2025-05-17 00:00:00,12:05:33,2025-05-17T12:05:33,delivered,686.97,mobile_app,debit_card,economy,,31,163,,standard,EST,EST
304,25,2025-02-04 00:00:00,11:58:12,2025-02-04T11:58:12,delivered,799.58,mobile_app,credit_card,standard,,332,332,,standard,EST,EST
305,20,2024-12-19 00:00:00,19:56:27,2024-12-19T19:56:27,delivered,642.06,web,credit_card,standard,,922,746,,standard,CST,CST
306,18,2024-09-07 00:00:00,12:10:53,2024-09-07T12:10:53,delivered,372.7,mobile_app,credit_card,overnight,,627,627,,medium,PST,PST
307,27,2025-04-11 00:00:00,22:27:16,2025-04-11T22:27:16,returned,26.21,mobile_web,paypal,economy,,384,384,,standard,CST,CST
308,11,2025-08-05 00:00:00,13:44:19,2025-08-05T13:44:19,delivered,17623.15,web,paypal,standard,,387,387,,medium,EST,EST
309,84,2025-05-28 00:00:00,11:32:34,2025-05-28T11:32:34,delivered,234.75,web,apple_pay,standard,,696,696,,standard,CST,CST
310,14,2025-07-03 00:00:00,18:42:56,2025-07-03T18:42:56,delivered,1467.3,web,debit_card,express,,197,197,,standard,CST,CST
311,66,2025-06-20 00:00:00,17:24:37,2025-06-20T17:24:37,returned,1010.04,mobile_app,credit_card,standard,,35,915,,standard,CST,CST
312,89,2024-09-23 00:00:00,15:19:46,2024-09-23T15:19:46,returned,655.68,web,credit_card,express,,886,886,,standard,EST,EST
313,34,2025-08-23 00:00:00,16:26:48,2025-08-23T16:26:48,delivered,1067.67,web,credit_card,standard,,509,509,,standard,CST,CST
314,22,2025-04-27 00:00:00,17:56:59,2025-04-27T17:56:59,delivered,319.36,web,credit_card,express,,922,922,,standard,CST,CST
315,46,2025-06-20 00:00:00,12:46:55,2025-06-20T12:46:55,delivered,5193.31,mobile_app,credit_card,economy,,73,73,,standard,EST,EST
316,37,2025-03-15 00:00:00,23:05:06,2025-03-15T23:05:06,delivered,433.76,web,paypal,express,HOLIDAY15,616,616,,standard,MST,MST
317,38,2025-07-24 00:00:00,21:40:36,2025-07-24T21:40:36,returned,32.88,web,credit_card,economy,,849,849,,standard,EST,EST
318,18,2025-08-21 00:00:00,17:49:51,2025-08-21T17:49:51,delivered,2115.78,mobile_app,credit_card,standard,,77,77,,standard,PST,PST
319,53,2025-08-20 00:00:00,11:22:52,2025-08-20T11:22:52,delivered,3891.12,web,apple_pay,economy,,634,634,,standard,EST,EST
320,80,2024-12-24 00:00:00,17:09:17,2024-12-24T17:09:17,delivered,242.52,web,paypal,standard,,270,270,,standard,CST,CST
321,63,2025-07-02 00:00:00,08:47:13,2025-07-02T08:47:13,returned,336.37,mobile_app,debit_card,economy,,910,910,,standard,PST,PST
322,44,2025-07-11 00:00:00,07:59:47,2025-07-11T07:59:47,delivered,458.35,mobile_app,debit_card,standard,,680,64,,standard,MST,MST
323,72,2024-12-02 00:00:00,12:25:44,2024-12-02T12:25:44,delivered,414.15,web,debit_card,standard,,720,827,,standard,MST,MST
324,12,2025-04-27 00:00:00,15:19:00,2025-04-27T15:19:00,returned,1617.42,web,credit_card,economy,,613,613,,standard,EST,EST
325,89,2025-07-12 00:00:00,19:10:52,2025-07-12T19:10:52,delivered,55.36,web,apple_pay,express,,741,741,,medium,CST,CST
326,14,2025-01-18 00:00:00,18:31:00,2025-01-18T18:31:00,returned,2704.54,web,debit_card,economy,,442,442,,standard,EST,EST
327,19,2024-11-28 00:00:00,18:06:04,2024-11-28T18:06:04,delivered,656.63,web,credit_card,economy,,27,27,,standard,Other,Other
328,54,2025-05-09 00:00:00,15:49:44,2025-05-09T15:49:44,delivered,269.94,mobile_app,credit_card,economy,,756,756,,standard,MST,MST
329,70,2024-11-16 00:00:00,14:26:33,2024-11-16T14:26:33,delivered,4553.51,mobile_app,credit_card,standard,,719,719,,medium,CST,CST
330,32,2025-05-03 00:00:00,14:26:41,2025-05-03T14:26:41,delivered,105.9,mobile_web,credit_card,express,,377,377,,standard,EST,EST
331,43,2024-12-10 00:00:00,22:18:46,2024-12-10T22:18:46,delivered,4150.13,web,credit_card,standard,,11,11,,high,EST,EST
332,64,2025-05-25 00:00:00,12:27:10,2025-05-25T12:27:10,delivered,1096.23,web,debit_card,economy,,822,822,,standard,EST,EST
333,93,2025-06-24 00:00:00,19:23:11,2025-06-24T19:23:11,delivered,7094.64,mobile_web,credit_card,standard,SAVE20,290,290,,standard,CST,CST
334,77,2025-06-10 00:00:00,16:45:08,2025-06-10T16:45:08,delivered,714.51,mobile_app,credit_card,standard,,621,621,,standard,CST,CST
335,59,2025-06-29 00:00:00,15:12:31,2025-06-29T15:12:31,delivered,616.93,mobile_web,paypal,express,NEWUSER,723,723,,standard,CST,CST
336,86,2025-05-18 00:00:00,18:11:32,2025-05-18T18:11:32,delivered,434.86,web,credit_card,standard,,965,965,,standard,PST,PST
337,30,2025-05-26 00:00:00,15:07:28,2025-05-26T15:07:28,delivered,114.49,mobile_app,credit_card,express,,327,327,,medium,PST,PST
338,15,2025-07-26 00:00:00,19:36:52,2025-07-26T19:36:52,delivered,402.59,mobile_web,debit_card,standard,,637,637,,standard,EST,EST
339,25,2024-10-27 00:00:00,20:13:11,2024-10-27T20:13:11,delivered,5689.21,mobile_app,credit_card,standard,,313,313,,standard,PST,PST
340,63,2025-05-05 00:00:00,14:12:03,2025-05-05T14:12:03,delivered,41.81,web,credit_card,economy,,241,241,,standard,EST,EST
341,29,2024-10-11 00:00:00,13:47:11,2024-10-11T13:47:11,delivered,470.7,web,credit_card,standard,HOLIDAY15,277,277,,standard,MST,MST
342,13,2025-08-20 00:00:00,16:51:48,2025-08-20T16:51:48,delivered,811.23,mobile_app,credit_card,standard,FREESHIP,394,394,,standard,PST,PST
343,51,2025-05-05 00:00:00,20:12:16,2025-05-05T20:12:16,delivered,308.75,mobile_app,credit_card,standard,SAVE20,676,676,,medium,CST,CST
344,59,2025-05-13 00:00:00,12:57:55,2025-05-13T12:57:55,delivered,262.74,mobile_web,debit_card,standard,,27,773,,standard,MST,MST
345,49,2024-09-19 00:00:00,17:26:28,2024-09-19T17:26:28,delivered,108.07,mobile_app,debit_card,standard,,606,606,,standard,EST,EST
346,73,2025-01-01 00:00:00,17:40:58,2025-01-01T17:40:58,returned,95.51,mobile_web,paypal,standard,,887,887,,standard,MST,MST
347,79,2025-07-07 00:00:00,18:39:06,2025-07-07T18:39:06,delivered,800.04,mobile_web,debit_card,express,WELCOME10,976,976,,standard,EST,EST
348,80,2025-02-22 00:00:00,10:55:40,2025-02-22T10:55:40,delivered,353.89,mobile_app,credit_card,economy,,587,587,,standard,EST,EST
349,62,2024-09-16 00:00:00,17:10:05,2024-09-16T17:10:05,delivered,1579.81,web,credit_card,economy,,947,947,,standard,CST,CST
350,17,2025-04-17 00:00:00,20:18:05,2025-04-17T20:18:05,delivered,518.84,web,credit_card,express,,256,256,,standard,MST,MST
351,39,2025-01-23 00:00:00,11:24:07,2025-01-23T11:24:07,delivered,232.4,mobile_web,credit_card,economy,FREESHIP,676,676,,standard,EST,EST
352,89,2025-06-15 00:00:00,12:17:04,2025-06-15T12:17:04,delivered,306.6,mobile_web,credit_card,economy,FREESHIP,329,868,,standard,MST,MST
353,76,2024-10-25 00:00:00,21:21:01,2024-10-25T21:21:01,delivered,797.09,web,credit_card,express,,990,990,,medium,MST,MST
354,38,2024-10-09 00:00:00,11:37:15,2024-10-09T11:37:15,delivered,128.22,mobile_web,credit_card,standard,,82,82,,standard,MST,MST
355,52,2025-08-23 00:00:00,19:30:31,2025-08-23T19:30:31,delivered,286.27,web,credit_card,standard,SAVE20,806,806,,standard,EST,EST
356,18,2024-12-27 00:00:00,15:43:48,2024-12-27T15:43:48,delivered,106.32,web,debit_card,economy,,633,633,,standard,MST,MST
357,72,2025-01-08 00:00:00,12:06:00,2025-01-08T12:06:00,delivered,258.91,web,paypal,express,,451,451,,standard,EST,EST
358,53,2025-06-21 00:00:00,19:03:17,2025-06-21T19:03:17,returned,750.64,mobile_web,debit_card,economy,,732,999,,standard,EST,EST
359,49,2025-02-12 00:00:00,15:48:00,2025-02-12T15:48:00,delivered,42.38,api,credit_card,express,,736,736,,standard,PST,PST
360,96,2024-11-11 00:00:00,16:42:37,2024-11-11T16:42:37,delivered,711.26,mobile_web,credit_card,economy,,80,80,,standard,CST,CST
361,48,2024-11-20 00:00:00,14:50:02,2024-11-20T14:50:02,delivered,2746.79,mobile_web,debit_card,economy,,658,658,,standard,MST,MST
362,59,2024-10-25 00:00:00,16:06:13,2024-10-25T16:06:13,delivered,173.26,web,credit_card,standard,,999,999,,medium,MST,MST
363,64,2025-07-06 00:00:00,11:33:50,2025-07-06T11:33:50,delivered,6379.36,mobile_app,debit_card,express,,165,165,,standard,CST,CST
364,80,2025-04-01 00:00:00,14:00:24,2025-04-01T14:00:24,delivered,89.65,mobile_app,credit_card,express,,217,524,,medium,CST,CST
365,65,2025-08-10 00:00:00,21:38:33,2025-08-10T21:38:33,delivered,1737.19,mobile_web,apple_pay,economy,,963,963,,standard,CST,CST
366,21,2025-01-24 00:00:00,12:48:17,2025-01-24T12:48:17,delivered,250.15,web,paypal,standard,,665,665,,medium,EST,EST
367,90,2025-03-29 00:00:00,17:59:31,2025-03-29T17:59:31,delivered,2075.2,mobile_app,debit_card,express,,589,589,,standard,CST,CST
368,46,2025-03-17 00:00:00,13:30:48,2025-03-17T13:30:48,delivered,839.48,mobile_web,debit_card,economy,NEWUSER,622,622,,standard,MST,MST
369,24,2025-08-24 00:00:00,18:21:38,2025-08-24T18:21:38,delivered,8509.18,web,credit_card,economy,,301,337,,standard,CST,CST
370,22,2024-12-18 00:00:00,10:27:21,2024-12-18T10:27:21,delivered,553.11,web,debit_card,standard,,767,710,,standard,EST,EST
371,43,2025-07-23 00:00:00,21:23:43,2025-07-23T21:23:43,delivered,216.8,web,paypal,standard,,361,361,,medium,MST,MST
372,38,2024-11-06 00:00:00,15:56:21,2024-11-06T15:56:21,delivered,1014.45,mobile_web,credit_card,economy,,806,806,,standard,CST,CST
373,16,2024-12-12 00:00:00,12:20:52,2024-12-12T12:20:52,delivered,91.57,web,apple_pay,standard,NEWUSER,932,932,,high,CST,CST
374,85,2025-08-24 00:00:00,20:15:23,2025-08-24T20:15:23,delivered,103.32,web,debit_card,standard,,322,322,,standard,PST,PST
375,26,2025-07-21 00:00:00,11:25:24,2025-07-21T11:25:24,delivered,861.93,mobile_app,credit_card,standard,HOLIDAY15,792,792,,standard,PST,PST
376,9,2025-03-10 00:00:00,16:39:03,2025-03-10T16:39:03,delivered,22.45,web,paypal,standard,,784,784,,standard,EST,EST
377,76,2025-07-14 00:00:00,13:22:55,2025-07-14T13:22:55,delivered,55.49,mobile_web,debit_card,economy,WELCOME10,25,25,,standard,CST,CST
378,30,2024-12-27 00:00:00,19:21:51,2024-12-27T19:21:51,delivered,246.61,mobile_web,credit_card,standard,,926,926,,standard,PST,PST
379,52,2025-06-20 00:00:00,15:06:00,2025-06-20T15:06:00,delivered,204.68,mobile_web,apple_pay,economy,,345,920,,standard,CST,CST
380,24,2025-08-08 00:00:00,12:29:55,2025-08-08T12:29:55,delivered,165.34,web,credit_card,economy,SUMMER25,973,973,Leave in mailbox,standard,EST,EST
381,5,2025-01-13 00:00:00,17:44:25,2025-01-13T17:44:25,delivered,149.21,web,credit_card,standard,,489,489,,standard,PST,PST
382,52,2025-07-13 00:00:00,17:46:53,2025-07-13T17:46:53,delivered,367.72,api,paypal,economy,,522,522,,standard,EST,EST
383,34,2024-10-18 00:00:00,11:56:59,2024-10-18T11:56:59,delivered,2380.6,web,credit_card,economy,,389,389,,standard,CST,CST
